,titles,author,pages,genres,pub_date,publisher,google_ratings,total_google_ratings,maturity,price,ebook,index,id,book_id,books_count,original_publication_year,original_title,short_title,language_code,goodbook_rating,ratings_count,work_ratings_count,work_text_reviews_count,main_tag,secondary_tag,minor_tag
9709,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,Robin S. Sharma,256,Self-Help,2010-07-01,HarperCollins Canada,3.5,5,NOT_MATURE,11.99,True,9346,9347,289029,38,1999.0,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,eng,3.93,7174,10056,586,self-help,non-fiction,robin-sharma
9710,Who's Afraid of Virginia Woolf?,Edward Albee,243,Drama,2003-07-29,Simon and Schuster,3.5,23,NOT_MATURE,,False,2256,2257,14940,70,1962.0,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,eng,4.09,45045,48063,1096,plays,drama,classics
9711,"Whose Body?  (Lord Peter Wimsey, #1)",Dorothy L. Sayers,144,Fiction,2012-03-02,Courier Corporation,4.0,77,NOT_MATURE,0.99,True,4289,4290,192893,206,1923.0,Whose Body?,"Whose Body?  (Lord Peter Wimsey, #1)",eng,3.91,28214,31112,1609,mystery,fiction,mysteries
9712,Why Be Happy When You Could Be Normal?,Jeanette Winterson,224,Biography & Autobiography,2012-03-06,"Grove/Atlantic, Inc.",4.0,48,NOT_MATURE,14.99,True,4703,4704,11395597,47,2011.0,Why Be Happy When You Could Be Normal?,Why Be Happy When You Could Be Normal?,,3.94,19537,22096,2247,memoir,non-fiction,biography
9713,Why Evolution Is True,Jerry A. Coyne,309,Evolution (Biology),2010,Oxford University Press,4.5,19,NOT_MATURE,,False,6064,6065,4005310,34,2008.0,Why Evolution Is True,Why Evolution Is True,,4.15,14637,15439,699,science,non-fiction,evolution
9714,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Bertrand Russell,266,Philosophy,1957,Simon and Schuster,3.5,24,NOT_MATURE,,False,6155,6156,472025,68,1927.0,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,eng,4.03,13678,14962,506,philosophy,religion,non-fiction
9715,Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,Sherry Argov,288,Family & Relationships,2002-10-01,Simon and Schuster,4.5,35,NOT_MATURE,11.99,True,2927,2928,46191,50,2009.0,Why Men Love Bitches: From Doormat to Dreamgirl - A Woman's Guide to Holding Her Own In A Relationship,Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,,3.89,26662,28618,1467,,,
9716,Why Mosquitoes Buzz in People's Ears,Verna Aardema,30,Juvenile Fiction,1978,Penguin,4.0,74,NOT_MATURE,,False,5815,5816,417780,23,1975.0,Why Mosquitoes Buzz in People's Ears: A West African Tale,Why Mosquitoes Buzz in People's Ears,,4.01,20639,21179,1037,picture-books,caldecott,childrens
9717,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemo?lu,529,Business & Economics,2013-08,Broadway Business,4.0,15,NOT_MATURE,,False,6602,6603,12158480,57,2012.0,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty ","Why Nations Fail: The Origins of Power, Prosperity, and Poverty",,3.99,11752,14395,1440,economics,non-fiction,politics
9718,Why Not Me?,Mindy Kaling,240,Humor,2015-09-15,Crown Archetype,3.5,3697,NOT_MATURE,11.99,True,1043,1044,22716447,18,2015.0,Why Not Me?,Why Not Me?,eng,3.89,74199,106929,7736,,,
9719,Why We Broke Up,Daniel Handler,368,Young Adult Fiction,2011-12-27,"Little, Brown Books for Young Readers",3.5,74,NOT_MATURE,9.99,True,2627,2628,10798418,55,2011.0,Why We Broke Up,Why We Broke Up,eng,3.49,41202,45720,6387,young-adult,romance,contemporary
9720,Why We Get Fat: And What to Do About It,Gary Taubes,272,Health & Fitness,2010-12-28,Anchor,3.5,68,NOT_MATURE,11.99,True,6608,6609,8727466,29,2010.0,Why We Get Fat: And What to Do about It,Why We Get Fat: And What to Do About It,en-GB,4.04,11569,14398,1621,non-fiction,food,health
9721,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",Denis Leary,240,Humor,2008,Penguin,3.5,47,MATURE,,False,7030,7031,2983489,15,2008.0,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid","Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",,3.67,12880,13368,901,humor,non-fiction,comedy
9722,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,240,"Body, Mind & Spirit",2010-09-08,Llewellyn Worldwide,4.5,18,NOT_MATURE,15.99,True,7331,7332,180930,28,1988.0,Wicca: A Guide for the Solitary Practitioner,Wicca: A Guide for the Solitary Practitioner,en-US,4.01,12264,12770,410,wicca,non-fiction,religion
9723,"Wicked (A Wicked Saga, #1)",Jennifer L. Armentrout,382,Good and evil,2014-11-04,,,,NOT_MATURE,,False,9164,9165,22895264,16,2014.0,Wicked,"Wicked (A Wicked Saga, #1)",eng,4.08,14009,16008,2093,fae,fantasy,young-adult
9724,"Wicked (Pretty Little Liars, #5)",Sara Shepard,336,Young Adult Fiction,2009-10-06,Harper Collins,4.5,11,NOT_MATURE,8.99,True,2918,2919,3047850,42,2008.0,Wicked,"Wicked (Pretty Little Liars, #5)",eng,4.04,38461,41509,1489,pretty-little-liars,series,young-adult
9725,Wicked - Piano/Vocal Arrangement,Stephen Schwartz,96,Music,2009-06-01,Hal Leonard Corporation,,,NOT_MATURE,,False,9251,9252,24938,16,2004.0,Wicked - Piano/Vocal Arrangement,Wicked - Piano/Vocal Arrangement,,4.45,10729,10757,38,music,musicals,fantasy
9726,"Wicked Appetite (Lizzy & Diesel, #1)",Janet Evanovich,352,Fiction,2011-08-16,St. Martin's Press,3.5,110,NOT_MATURE,,False,3112,3113,8205669,28,2009.0,Wicked Appetite,"Wicked Appetite (Lizzy & Diesel, #1)",en-US,3.77,38918,42639,4033,mystery,janet-evanovich,fiction
9727,"Wicked Business (Lizzy & Diesel, #2)",Janet Evanovich,320,Fiction,2013-05-21,Bantam,3.0,74,NOT_MATURE,,False,5138,5139,12275680,25,2012.0,Wicked Business,"Wicked Business (Lizzy & Diesel, #2)",eng,3.76,24162,27369,2521,mystery,janet-evanovich,paranormal
9728,Wicked Deeds on a Winter's Night (Immortals After Dark #4),Kresley Cole,400,Fiction,2015-09-29,Simon and Schuster,4.0,36,NOT_MATURE,,False,3570,3571,435045,32,2007.0,Wicked Deeds on a Winter's Night (Immortals After Dark #4),Wicked Deeds on a Winter's Night (Immortals After Dark #4),en-CA,4.37,40001,42628,1347,paranormal-romance,paranormal,romance
9729,"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,352,Young Adult Fiction,2009-10-06,Harper Collins,4.0,215,NOT_MATURE,3.99,True,874,875,305234,62,2007.0,Wicked Lovely ,"Wicked Lovely (Wicked Lovely, #1)",en-US,3.69,131034,136316,6591,fantasy,paranormal,romance
9730,"Wicked Nights (Angels of the Dark, #1)",Gena Showalter,384,Fiction,2012-07-01,Harlequin,3.5,24,NOT_MATURE,5.99,True,8457,8458,12900491,20,2012.0,Wicked Nights,"Wicked Nights (Angels of the Dark, #1)",eng,4.11,17942,19576,1385,paranormal-romance,paranormal,angels
9731,"Wicked Ties (Wicked Lovers, #1)",Shayla Black,341,Fiction,2007,Penguin,3.5,23,MATURE,,False,7193,7194,37338,23,2007.0,Wicked Ties,"Wicked Ties (Wicked Lovers, #1)",en-US,3.97,22097,24470,1360,,,
9732,Wicked: The Grimmerie,David Cote,192,Music,2005-10-26,Hyperion Books,4.5,25,NOT_MATURE,,False,1883,1884,24937,1,2005.0,"Wicked: The Grimmerie, a Behind-the-Scenes Look at the Hit Broadway Musical",Wicked: The Grimmerie,en-US,4.17,47207,47207,241,fantasy,non-fiction,fiction
9733,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,560,Fiction,2009-10-13,Harper Collins,3.0,501,NOT_MATURE,7.99,True,121,122,37442,80,1995.0,Wicked: The Life and Times of the Wicked Witch of the West,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",eng,3.52,506900,525498,22926,series,adult,abandoned
9734,Wide Sargasso Sea,Jean Rhys,189,Fiction,1966,W. W. Norton & Company,3.5,118,NOT_MATURE,,False,2808,2809,44597,97,1966.0,Wide Sargasso Sea,Wide Sargasso Sea,eng,3.56,21053,45338,3625,,,
9735,"Wideacre  (The Wideacre Trilogy, #1)",Philippa Gregory,656,Fiction,2007-11-01,Simon and Schuster,3.0,29,NOT_MATURE,12.99,True,6095,6096,16188,37,1987.0,Wideacre,"Wideacre  (The Wideacre Trilogy, #1)",eng,3.28,17469,18758,1581,historical-fiction,fiction,historical
9736,"Wielding a Red Sword (Incarnations of Immortality, #4)",Piers Anthony,320,Fiction,2012-02-15,Del Rey,3.0,14,NOT_MATURE,7.99,True,6972,6973,76667,18,1986.0,Wielding a Red Sword,"Wielding a Red Sword (Incarnations of Immortality, #4)",en-US,3.93,16222,16633,223,fantasy,fiction,piers-anthony
9737,Wife 22,Melanie Gideon,393,Fiction,2013-02-12,Ballantine Books,3.5,100,NOT_MATURE,,False,9304,9305,12737118,41,2008.0,Wife 22,Wife 22,,3.51,10793,11967,2343,fiction,chick-lit,romance
9738,"Wife by Wednesday (The Weekday Brides, #1)",Catherine Bybee,500,Fiction,2016-06-01,Center Point,,,NOT_MATURE,,False,8341,8342,12546674,27,2011.0,Wife by wednesday,"Wife by Wednesday (The Weekday Brides, #1)",eng,3.77,10586,16368,1174,romance,contemporary-romance,contemporary
9739,"Wild Cards (Wild Cards, #1)",Simone Elkeles,40,Juvenile Fiction,2013-12-10,Bloomsbury Publishing USA,,,NOT_MATURE,,False,9954,9955,13065327,25,2013.0,Wild Cards,"Wild Cards (Wild Cards, #1)",eng,3.95,13954,15400,1514,young-adult,romance,contemporary
9740,"Wild Fire (John Corey, #4)",Nelson DeMille,544,Fiction,2006-11-06,Grand Central Publishing,4.0,32,NOT_MATURE,9.99,True,5012,5013,1849,59,2006.0,Wild Fire,"Wild Fire (John Corey, #4)",en-US,3.99,18529,20172,959,fiction,nelson-demille,mystery
9741,"Wild Magic (Immortals, #1)",Tamora Pierce,352,Juvenile Fiction,2015-09-29,Simon and Schuster,3.0,40,NOT_MATURE,,False,2622,2623,13836,42,1992.0,"Wild Magic (Immortals, #1)","Wild Magic (Immortals, #1)",en-US,4.32,52165,56178,1473,fantasy,young-adult,tamora-pierce
9742,"Wild Man (Dream Man, #2)",Kristen Ashley,278,FICTION,2014-07-01,,3.5,21,NOT_MATURE,,False,5895,5896,12881141,20,2011.0,Wild Man,"Wild Man (Dream Man, #2)",en-GB,4.21,32541,35090,1994,romance,kristen-ashley,contemporary
9743,"Wild Ones, Vol. 1 (Wild Ones, #1)",Kiyo Fujiwara,200,Comics & Graphic Novels,2007-12-11,VIZ Media LLC,4.5,5,NOT_MATURE,,False,9694,9695,2309720,3,2005.0,???? 1,"Wild Ones, Vol. 1 (Wild Ones, #1)",en-US,4.03,10738,10759,110,manga,romance,graphic-novels
9744,"Wild Seed (Patternmaster, #1)",Octavia E. Butler,288,Fiction,2012-07-24,Open Road Media,,,NOT_MATURE,11.99,True,9767,9768,52318,20,1980.0,"Wild Seed (Patternmaster, #1)","Wild Seed (Patternmaster, #1)",eng,4.22,9711,11000,1003,science-fiction,fantasy,sci-fi
9745,Wild Swans: Three Daughters of China,Jung Chang,544,Biography & Autobiography,2008-06-20,Simon and Schuster,4.0,58,NOT_MATURE,13.99,True,1486,1487,1848,139,1991.0,Wild Swans: Three Daughters of China,Wild Swans: Three Daughters of China,en-US,4.23,60193,67548,4426,biography,non-fiction,history
9746,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,272,Religion,2011-04-17,Harper Collins,4.0,93,NOT_MATURE,,False,1624,1625,1846,75,2001.0,,Wild at Heart: Discovering the Secret of a Man's Soul,eng,3.93,50215,52613,1581,christian,non-fiction,christianity
9747,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,315,Biography & Autobiography,2013,Vintage,4.0,14,NOT_MATURE,,False,189,190,12262741,101,2012.0,Wild: From Lost to Found on the Pacific Crest Trail ,Wild: From Lost to Found on the Pacific Crest Trail,eng,3.96,379872,420903,34444,non-fiction,memoir,travel
9748,"Wildest Dreams (Fantasyland, #1)",Kristen Ashley,305,Fiction,2011-08-16,Kristen Ashley,4.0,3,NOT_MATURE,4.99,True,8851,8852,12390650,2,2011.0,Wildest Dreams,"Wildest Dreams (Fantasyland, #1)",eng,4.19,19790,20138,1676,fantasy,romance,kristen-ashley
9749,Wildflower,Drew Barrymore,288,Biography & Autobiography,2016-05-17,Penguin,4.0,8,NOT_MATURE,,False,7911,7912,25065522,17,2015.0,,Wildflower,en-CA,3.56,12855,14574,1893,non-fiction,memoir,biography
9750,"Wildwood (Wildwood Chronicles, #1)",Colin Meloy,576,Juvenile Fiction,2011-08-30,Harper Collins,3.5,50,NOT_MATURE,9.74,True,6281,6282,10431447,38,2011.0,Wildwood,"Wildwood (Wildwood Chronicles, #1)",eng,3.63,18770,20205,2798,fantasy,young-adult,fiction
9751,"Wildwood Dancing (Wildwood, #1)",Juliet Marillier,312,Young Adult Fiction,2008-03-25,Knopf Books for Young Readers,4.0,38,NOT_MATURE,5.99,True,6755,6756,13929,25,2007.0,Wildwood Dancing,"Wildwood Dancing (Wildwood, #1)",en-US,4.09,21810,22892,2125,fantasy,young-adult,romance
9752,"Will Grayson, Will Grayson",John Green,336,Young Adult Fiction,2010-04-06,Penguin,3.5,2864,NOT_MATURE,9.99,True,381,382,6567017,86,2010.0,"Will Grayson, Will Grayson","Will Grayson, Will Grayson",eng,3.84,236431,254305,15782,young-adult,contemporary,fiction
9753,"Will You Please Be Quiet, Please?",Raymond Carver,272,Fiction,2015-05-25,Vintage,5.0,1,NOT_MATURE,11.99,True,8817,8818,11446,55,1976.0,"Will You Please Be Quiet, Please?","Will You Please Be Quiet, Please?",eng,4.29,8568,10505,540,short-stories,fiction,short-story
9754,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",Ian Doescher,176,Fiction,2013-07-09,Quirk Books,4.0,75,NOT_MATURE,,False,5978,5979,17262540,7,2013.0,"William Shakespeare's Star Wars: Verily, a New Hope","William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",eng,3.94,14806,15312,1966,star-wars,science-fiction,sci-fi
9755,Willing Captive,Belle Aurora,,,,,,,,,,8954,8955,18071296,7,2013.0,Willing Captive,Willing Captive,eng,4.11,18854,18918,1774,romance,new-adult,contemporary
9756,Willow,Julia Hoban,336,Young Adult Fiction,2010-02-23,Penguin,4.0,75,NOT_MATURE,9.99,True,3894,3895,4570768,22,2009.0,Willow,Willow,en-US,3.94,28342,29766,1908,young-adult,romance,contemporary
9757,Willpower: Rediscovering the Greatest Human Strength,Roy F. Baumeister,304,Psychology,2011-09-01,Penguin,4.0,19,NOT_MATURE,13.99,True,6547,6548,11104933,36,2011.0,Willpower: Rediscovering the Greatest Human Strength,Willpower: Rediscovering the Greatest Human Strength,,3.95,12667,13820,836,psychology,non-fiction,self-help
9758,Windmills of the Gods,Sidney Sheldon,384,Fiction,2010-06-22,Harper Collins,3.0,5,NOT_MATURE,10.74,True,3639,3640,119389,83,1987.0,Windmills of the Gods,Windmills of the Gods,en-GB,3.82,23333,24637,502,fiction,thriller,mystery
9759,"Winesburg, Ohio",Sherwood Anderson,303,City and town life,1919,New York : The Modern library,3.5,40,NOT_MATURE,,True,4503,4504,80176,372,1919.0,"Winesburg, Ohio: A Group of Tales of Ohio Small-Town Life","Winesburg, Ohio",eng,3.84,20125,24741,1780,fiction,classics,short-stories
9760,"Winger (Winger, #1)",Andrew  Smith,464,Juvenile Fiction,2014-09-02,Simon and Schuster,3.5,23,NOT_MATURE,,False,6225,6226,11861815,20,2013.0,Winger,"Winger (Winger, #1)",eng,4.08,18596,19460,3851,young-adult,contemporary,realistic-fiction
9761,"Wings (Wings, #1)",Aprilynne Pike,304,Juvenile Fiction,2009-05-05,Harper Collins,4.0,131,NOT_MATURE,,False,2200,2201,5056084,58,2009.0,Wings ,"Wings (Wings, #1)",en-US,3.75,62566,66249,4840,fantasy,young-adult,romance
9762,Wings of Fire: An Autobiography,A.P.J. Abdul Kalam,192,Biography & Autobiography,2017-08-16,HarperCollins,5.0,1,NOT_MATURE,6.99,True,3224,3225,634583,21,1999.0,Wings of Fire: An Autobiography,Wings of Fire: An Autobiography,en-US,4.19,24450,26675,848,biography,non-fiction,autobiography
9763,Winnie the Pooh and Tigger Too (Disney's Wonderful World of Reading),Walt Disney Company,13,,1992,Ladybird Books,,,NOT_MATURE,,False,6655,6656,2617684,8,1976.0,Winnie the Pooh and Tigger Too,Winnie the Pooh and Tigger Too (Disney's Wonderful World of Reading),eng,4.39,14121,14211,50,childrens,children,disney
9764,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,,Juvenile Fiction,2016-08-05,ENRICH CULTURE GROUP LIMITED ,4.5,23,NOT_MATURE,17.78,True,443,444,99107,244,1926.0,Winnie-the-Pooh,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",eng,4.34,207550,215213,2978,children,fiction,children-s-books
9765,Winning,Jack Welch,384,Business & Economics,2013-03-26,Harper Collins,4.0,10,NOT_MATURE,17.99,True,2441,2442,866222,46,1992.0,Winning,Winning,,3.8,33160,33860,556,business,leadership,non-fiction
9766,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,400,Young Adult Fiction,2015-11-10,Feiwel & Friends,5.0,2,NOT_MATURE,9.22,True,1352,1353,13206900,40,2015.0,Winter,"Winter (The Lunar Chronicles, #4)",eng,4.49,100464,110738,17494,young-adult,fantasy,sci-fi
9767,Winter Garden,Kristin Hannah,400,Fiction,2010-02-02,Macmillan,4.0,104,NOT_MATURE,9.99,True,1405,1406,6668467,56,2009.0,Winter Garden,Winter Garden,en-GB,4.13,66577,74715,8900,fiction,kristin-hannah,chick-lit
9768,Winter Moon,Dean Koontz,480,Fiction,2007-06-15,Bantam,3.5,17,NOT_MATURE,9.99,True,9025,9026,268559,52,1993.0,Winter Moon,Winter Moon,eng,3.8,12843,13694,324,horror,dean-koontz,fiction
9769,"Winter Prey (Lucas Davenport, #5)",John Sandford,405,Fiction,2009,Penguin,4.0,17,NOT_MATURE,,False,3124,3125,37304,31,1993.0,Winter Prey,"Winter Prey (Lucas Davenport, #5)",eng,4.24,31336,32778,473,mystery,john-sandford,fiction
9770,Winter Solstice,Rosamunde Pilcher,464,Fiction,2011-04-01,Macmillan,4.0,23,NOT_MATURE,8.99,True,6049,6050,116054,53,2000.0,Winter Solstice,Winter Solstice,eng,4.15,15426,17427,1076,fiction,romance,christmas
9771,"Winter Street (Winter, #1)",Elin Hilderbrand,256,Fiction,2014-10-14,"Little, Brown",3.0,21,NOT_MATURE,7.99,True,6136,6137,20706316,23,2014.0,Winter Street,"Winter Street (Winter, #1)",eng,3.67,14411,17138,1894,christmas,fiction,chick-lit
9772,Winter Stroll (Winter #2),Elin Hilderbrand,272,Fiction,2015-10-13,"Little, Brown",4.0,6,NOT_MATURE,7.99,True,9564,9565,24819476,18,2015.0,Winter Stroll,Winter Stroll (Winter #2),,3.7,8397,9754,979,fiction,chick-lit,christmas
9773,Winter in Madrid,C.J. Sansom,208,Fiction,2014-01-07,Vintage Canada,3.5,29,NOT_MATURE,,False,9716,9717,891671,54,2006.0,Winter in Madrid,Winter in Madrid,eng,3.79,8629,10072,987,historical-fiction,fiction,spain
9774,Winter in Tokyo,Ilana Tan,328,Juvenile Fiction,2016-06-12,Gramedia Pustaka Utama,,,NOT_MATURE,3.87,True,9089,9090,4566934,3,2008.0,Winter in Tokyo,Winter in Tokyo,ind,4.06,8935,8981,483,romance,metropop,indonesian
9775,Winter of the World (The Century Trilogy #2),Ken Follett,928,Fiction,2012-09-18,Penguin,3.5,98,NOT_MATURE,9.99,True,1080,1081,12959233,2,2012.0,Winter of the World,Winter of the World (The Century Trilogy #2),eng,4.29,71971,88328,6821,historical-fiction,fiction,history
9776,Winter's Bone,Daniel Woodrell,224,Fiction,2007-07-11,Back Bay Books,4.0,74,NOT_MATURE,2.99,True,5090,5091,112525,44,2006.0,Winter's Bone,Winter's Bone,eng,3.92,18306,23007,3070,fiction,mystery,contemporary
9777,"Winter's Heart (Wheel of Time, #9)",Robert Jordan,672,Fiction,2010-06-22,Tor Books,3.0,3,NOT_MATURE,9.99,True,1361,1362,13891,59,2000.0,,"Winter's Heart (Wheel of Time, #9)",en-US,3.92,71355,77514,1340,fantasy,wheel-of-time,fiction
9778,"Winter's Passage (Iron Fey, #1.5)",Julie Kagawa,304,Juvenile Fiction,2010-06-01,Harlequin,4.0,45,NOT_MATURE,0.99,True,9061,9062,8070049,15,2010.0,"Winter's Passage (Iron Fey, #1.5)","Winter's Passage (Iron Fey, #1.5)",eng,3.96,20313,21508,1286,fantasy,young-adult,paranormal
9779,Winter's Tale,Mark Helprin,688,Fiction,1983-09-20,Houghton Mifflin Harcourt,3.5,147,NOT_MATURE,10.99,True,4754,4755,12967,65,1983.0,Winter's Tale,Winter's Tale,en-US,3.5,19932,23168,3850,fantasy,fiction,did-not-finish
9780,Wintergirls,Laurie Halse Anderson,304,Juvenile Fiction,2014-03-06,Scholastic UK,4.0,191,NOT_MATURE,,False,1243,1244,5152478,56,2009.0,Wintergirls,Wintergirls,eng,3.98,87665,92046,7981,young-adult,fiction,contemporary
9781,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",Terry Pratchett,416,Young Adult Fiction,2009-10-06,Harper Collins,4.0,72,NOT_MATURE,6.99,True,3546,3547,34492,64,2006.0,Wintersmith,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",eng,4.22,33917,39304,1294,fantasy,discworld,young-adult
9782,Wir Kinder vom Bahnhof Zoo,Christiane F.,368,Juvenile Nonfiction,2017-08-31,,5.0,1,NOT_MATURE,,False,6855,6856,1337448,87,1978.0,Wir Kinder vom Bahnhof Zoo,Wir Kinder vom Bahnhof Zoo,ger,4.16,10070,18326,655,non-fiction,biography,german
9783,"Wired (Wired, #1)",Douglas E. Richards,368,Fiction,2018-05-01,Permuted Press,,,NOT_MATURE,,False,7947,7948,16150119,12,2005.0,,"Wired (Wired, #1)",en-GB,3.74,6295,12116,888,,,
9784,"Wisdom (My Blood Approves, #4)",Amanda Hocking,310,,2016-05-03,Createspace Independent Publishing Platform,,,NOT_MATURE,,False,8807,8808,8575295,27,2010.0,Wisdom,"Wisdom (My Blood Approves, #4)",eng,4.04,12933,15399,597,,,
9785,Wise Blood,Flannery O'Connor,248,Fiction,2007-03-06,"Farrar, Straus and Giroux",3.5,48,NOT_MATURE,9.99,True,4941,4942,48467,60,1952.0,Wise Blood,Wise Blood,en-US,3.88,18053,20326,1675,fiction,classics,southern-gothic
9786,Wiseguy,Nicholas Pileggi,308,Fiction,1990-09-01,Simon and Schuster,4.5,6,NOT_MATURE,,False,8878,8879,158141,35,1985.0,Wiseguy: Life in a Mafia Family,Wiseguy,en-US,4.14,8715,10204,454,non-fiction,crime,true-crime
9787,Wish You Well,David Baldacci,432,Fiction,2000-10-01,Grand Central Publishing,4.0,32,NOT_MATURE,11.99,True,6695,6696,87745,71,2000.0,Wish You Well,Wish You Well,eng,3.94,14838,17481,2030,fiction,historical-fiction,baldacci
9788,Wishful Drinking,Carrie Fisher,176,Biography & Autobiography,2012-02-02,Simon and Schuster,3.0,47,NOT_MATURE,,False,3617,3618,4961048,22,2008.0,Wishful Drinking,Wishful Drinking,eng,3.71,29934,35641,4526,non-fiction,memoir,biography
9789,Wishin' and Hopin',Wally Lamb,288,Fiction,2010-11-02,Harper Collins,3.5,53,NOT_MATURE,,False,9372,9373,8152697,17,2009.0,Wishin' and Hopin': A Christmas Story,Wishin' and Hopin',eng,3.52,10966,11900,1775,christmas,fiction,humor
9790,Wit,Margaret Edson,96,Drama,2014-05-20,"Farrar, Straus and Giroux",4.5,14,NOT_MATURE,9.99,True,9706,9707,171201,11,1995.0,Wit : A Play,Wit,en-US,4.2,10601,10901,417,plays,drama,fiction
9791,"Witch & Wizard (Witch & Wizard, #1)",James Patterson,304,"Body, Mind & Spirit",2017-05-09,"Hay House, Inc",5.0,1,NOT_MATURE,14.99,True,2784,2785,6387565,67,2009.0,Witch & Wizard,"Witch & Wizard (Witch & Wizard, #1)",eng,3.57,28291,47545,4345,fantasy,young-adult,james-patterson
9792,"Witches Abroad (Discworld, #12; Witches #3)",Terry Pratchett,352,Fiction,2009-10-13,Harper Collins,4.0,62,NOT_MATURE,9.99,True,2488,2489,2442,81,1991.0,Witches Abroad,"Witches Abroad (Discworld, #12; Witches #3)",eng,4.2,47875,54661,1345,fantasy,discworld,humor
9793,"Witches of East End (The Beauchamp Family, #1)",Melissa de la Cruz,224,Fiction,2011-06-21,Hachette Books,3.5,69,NOT_MATURE,9.99,True,9265,9266,8113940,31,2011.0,Witches of East End,"Witches of East End (The Beauchamp Family, #1)",eng,3.51,13806,16562,2147,fantasy,witches,paranormal
9794,"With a Tangled Skein (Incarnations of Immortality, #3)",Piers Anthony,416,Fiction,2008-12-24,Del Rey,3.5,26,NOT_MATURE,7.99,True,6550,6551,76660,21,1985.0,With a Tangled Skein,"With a Tangled Skein (Incarnations of Immortality, #3)",en-GB,3.98,17286,17694,266,fantasy,fiction,sci-fi-fantasy
9795,With the Old Breed: At Peleliu and Okinawa,Eugene B. Sledge,352,Biography & Autobiography,2010-07-07,Random House,4.5,32,NOT_MATURE,,False,4565,4566,771332,31,1981.0,With The Old Breed: At Peleliu And Okinawa,With the Old Breed: At Peleliu and Okinawa,en-US,4.4,16952,20960,1232,war,military,wwii
9796,"Wither (The Chemical Garden, #1)",Lauren DeStefano,384,Juvenile Fiction,2011-12-06,Simon and Schuster,4.0,191,NOT_MATURE,,False,1522,1523,8525590,44,2011.0,Wither,"Wither (The Chemical Garden, #1)",eng,3.81,84776,88657,7886,young-adult,dystopian,dystopia
9797,"Without Fail (Jack Reacher, #6)",Lee Child,560,Fiction,2008-02-26,Penguin,3.5,37,NOT_MATURE,9.99,True,1616,1617,21745,82,2002.0,Without Fail ,"Without Fail (Jack Reacher, #6)",eng,4.16,53411,63467,1787,thriller,lee-child,fiction
9798,"Without Remorse (Jack Ryan Universe, #1)",Tom Clancy,750,Fiction,1994,Penguin,4.0,5,NOT_MATURE,,False,1971,1972,19668,72,1993.0,Without Remorse,"Without Remorse (Jack Ryan Universe, #1)",en-US,4.16,47148,49880,931,fiction,thriller,tom-clancy
9799,"Without You, There Is No Us: My Time with the Sons of North Korea's Elite",Suki Kim,304,History,2014-10-14,Crown,3.5,52,NOT_MATURE,12.99,True,9846,9847,20685373,18,2014.0,"Without You, There Is No Us: My Time with the Sons of North Korea's Elite","Without You, There Is No Us: My Time with the Sons of North Korea's Elite",,3.85,8164,10002,1426,non-fiction,memoir,north-korea
9800,"Witness in Death (In Death, #10)",J.D. Robb,368,Fiction,2000-03-01,Penguin,4.0,17,NOT_MATURE,7.99,True,6922,6923,213975,56,2000.0,Witness in Death,"Witness in Death (In Death, #10)",eng,4.3,19178,22479,693,mystery,romance,j-d-robb
9801,Wives and Daughters,Elizabeth Gaskell,705,Fiction,2017-01-05,Sai ePublications via PublishDrive,,,NOT_MATURE,3.93,True,3345,3346,383206,253,1866.0,Wives and Daughters,Wives and Daughters,eng,4.07,32029,34605,1847,classics,fiction,classic
